,Winner,R_fighter,Fighter,Height,Reach,Stance,Weight,age,loss,win,draws,streak,cum_match_time,avg_cum_KD,avg_cum_Sub. att,avg_cum_Pass,avg_cum_Rev.,avg_cum_Sig. str. Hits,avg_cum_Sig. str. Attempts,avg_cum_Total str. Hits,avg_cum_Total str. Attempts,avg_cum_Td Hits,avg_cum_Td Attempts,avg_cum_Head Hits,avg_cum_Head Attempts,avg_cum_Body Hits,avg_cum_Body Attempts,avg_cum_Leg Hits,avg_cum_Leg Attempts,avg_cum_Distance Hits,avg_cum_Distance Attempts,avg_cum_Clinch Hits,avg_cum_Clinch Attempts,avg_cum_Ground Hits,avg_cum_Ground Attempts,eff_sig_str,eff_hits,eff_tds,eff_head,eff_leg,eff_body,eff_distance,eff_clinch,eff_ground,Fighter.1,Height.1,Reach.1,Stance.1,Weight.1,age.1,loss.1,win.1,draws.1,streak.1,cum_match_time.1,avg_cum_KD.1,avg_cum_Sub. att.1,avg_cum_Pass.1,avg_cum_Rev..1,avg_cum_Sig. str. Hits.1,avg_cum_Sig. str. Attempts.1,avg_cum_Total str. Hits.1,avg_cum_Total str. Attempts.1,avg_cum_Td Hits.1,avg_cum_Td Attempts.1,avg_cum_Head Hits.1,avg_cum_Head Attempts.1,avg_cum_Body Hits.1,avg_cum_Body Attempts.1,avg_cum_Leg Hits.1,avg_cum_Leg Attempts.1,avg_cum_Distance Hits.1,avg_cum_Distance Attempts.1,avg_cum_Clinch Hits.1,avg_cum_Clinch Attempts.1,avg_cum_Ground Hits.1,avg_cum_Ground Attempts.1,eff_sig_str.1,eff_hits.1,eff_tds.1,eff_head.1,eff_leg.1,eff_body.1,eff_distance.1,eff_clinch.1,eff_ground.1,WEIGHT_CLASS,title_bout,location,attendance,num_rounds,label,matches,matches.1
4362,win,Mike Pyle,Chris Wilson,73,75, Orthodox,170,32.3,2.0,1.0,0.0,-1.0,45.0,0.67,1.11,0.67,0.22,25.33,45.78,46.67,69.11,0.89,1.78,12.44,28.22,10.0,13.78,2.89,3.78,13.11,29.56,4.0,5.78,8.22,10.44,0.55,0.68,0.5,0.44,0.76,0.73,0.44,0.69,0.79,Mike Pyle,72,74, Orthodox,170,34.02,1.0,0.0,0.0,-1.0,3.1,0.0,0.0,0.0,0.0,3.23,12.9,9.68,19.35,0.0,0.0,3.23,3.23,0.0,0.0,0.0,9.68,0.0,9.68,3.23,3.23,0.0,0.0,0.25,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Welterweight,0.0,"Oklahoma City, Oklahoma, USA",9490.0,3,1,4.0,2.0
4363,win,CB Dollaway,Jay Silva,74,0, Southpaw,185,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.33,0.67,0.67,12.67,29.33,40.67,60.67,0.0,0.67,9.33,24.67,3.33,4.67,0.0,0.0,8.67,20.67,2.0,6.0,2.0,2.67,0.43,0.67,0.0,0.38,0.0,0.71,0.42,0.33,0.75,CB Dollaway,74,76, Orthodox,185,26.12,2.0,2.0,0.0,-1.0,10.94,0.0,1.83,3.66,0.91,18.28,42.96,48.45,74.95,1.83,2.74,13.71,35.65,1.83,4.57,2.74,2.74,5.48,17.37,2.74,4.57,10.05,21.02,0.43,0.65,0.67,0.38,1.0,0.4,0.32,0.6,0.48,Middleweight,0.0,"Oklahoma City, Oklahoma, USA",9490.0,3,1,1.0,5.0
4364,win,Jeremy Stephens,Jeremy Stephens,69,71, Orthodox,145,23.33,4.0,3.0,0.0,-2.0,82.83,0.24,0.36,0.24,0.72,20.52,43.1,42.62,66.88,0.72,0.97,14.0,34.77,4.23,5.43,2.29,2.9,5.92,19.56,3.02,3.5,11.59,20.04,0.48,0.64,0.75,0.4,0.79,0.78,0.3,0.86,0.58,Justin Buchholz,72,73, Orthodox,155,26.09,2.0,1.0,0.0,-1.0,19.509999999999998,0.51,0.51,0.51,0.51,25.63,79.96,44.08,98.41,0.0,0.51,17.43,62.53,5.64,8.2,2.56,9.23,13.84,53.82,8.2,15.89,3.59,10.25,0.32,0.45,0.0,0.28,0.28,0.69,0.26,0.52,0.35,Lightweight,0.0,"Oklahoma City, Oklahoma, USA",9490.0,3,0,8.0,4.0
4365,win,Mike Pierce,Mike Pierce,68,70, Orthodox,170,29.06,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.67,0.0,18.0,36.0,81.33,101.33,4.0,7.33,0.67,15.33,6.67,10.0,10.67,10.67,0.67,10.67,6.0,11.33,11.33,14.0,0.5,0.8,0.55,0.04,1.0,0.67,0.06,0.53,0.81,Brock Larson,61,71, Southpaw,170,32.09,1.0,3.0,0.0,3.0,35.120000000000005,0.0,1.42,1.71,0.0,15.09,29.9,29.61,46.41,2.28,7.69,10.25,24.49,1.71,1.99,3.13,3.42,3.42,13.38,4.84,5.98,6.83,10.54,0.5,0.64,0.3,0.42,0.92,0.86,0.26,0.81,0.65,Welterweight,0.0,"Oklahoma City, Oklahoma, USA",9490.0,3,0,1.0,5.0
4366,win,Ryan Jensen,Steve Steinbeiss,75,75, Orthodox,185,28.39,0.0,0.0,0.0,0.0,3.93,0.0,0.0,0.0,0.0,17.81,48.35,35.62,66.16,0.0,0.0,15.27,45.8,2.54,2.54,0.0,0.0,17.81,48.35,0.0,0.0,0.0,0.0,0.37,0.54,0.0,0.33,0.0,1.0,0.37,0.0,0.0,Ryan Jensen,73,76, Orthodox,185,32.01,3.0,0.0,0.0,-3.0,13.52,0.0,0.74,0.74,0.74,31.8,74.7,48.08,93.2,1.48,1.48,28.11,68.05,1.48,4.44,2.22,2.22,8.14,26.63,2.22,2.96,21.45,45.12,0.43,0.52,1.0,0.41,1.0,0.33,0.31,0.75,0.48,Middleweight,0.0,"Oklahoma City, Oklahoma, USA",9490.0,3,1,1.0,4.0
4367,win,Minotauro Nogueira,Randy Couture,73,75, Orthodox,205,46.22,6.0,13.0,0.0,-1.0,236.31,0.04,0.34,1.95,0.04,27.08,43.93,53.15,70.67,2.07,3.72,20.61,36.65,3.13,3.64,3.34,3.64,6.43,15.28,7.45,9.31,13.2,19.34,0.62,0.75,0.56,0.56,0.92,0.86,0.42,0.8,0.68,Minotauro Nogueira,75,77, Orthodox,240,33.26,1.0,2.0,0.0,-1.0,33.37,0.0,0.9,2.4,0.3,27.87,68.32,40.16,84.21,1.8,4.79,22.18,62.03,3.9,4.5,1.8,1.8,24.27,63.23,2.7,3.3,0.9,1.8,0.41,0.48,0.38,0.36,1.0,0.87,0.38,0.82,0.5,Heavyweight,0.0,"Portland, Oregon, USA",16088.0,3,1,20.0,4.0
4368,win,Thiago Silva,Thiago Silva,74,74, Orthodox,205,26.81,1.0,4.0,0.0,-1.0,21.28,0.47,0.94,2.35,0.0,43.23,81.77,59.21,98.21,0.94,4.23,29.14,60.62,11.75,15.98,2.35,5.17,15.51,40.88,13.63,19.74,14.1,21.15,0.53,0.6,0.22,0.48,0.45,0.74,0.38,0.69,0.67,Keith Jardine,74,76, Orthodox,185,33.85,4.0,6.0,0.0,-1.0,104.54999999999998,0.29,0.0,0.0,0.0,43.52,108.18,51.84,116.79,0.29,0.86,25.44,87.23,5.93,6.89,12.15,14.06,35.96,94.6,5.36,9.37,2.2,4.21,0.4,0.44,0.33,0.29,0.86,0.86,0.38,0.57,0.52,Light Heavyweight,0.0,"Portland, Oregon, USA",16088.0,3,0,6.0,11.0
4369,win,Jake Rosholt,Jake Rosholt,73,0, Orthodox,185,27.57,1.0,0.0,0.0,-1.0,1.05,0.0,0.0,0.0,0.0,19.05,38.1,47.62,66.67,9.52,19.05,19.05,38.1,0.0,0.0,0.0,0.0,9.52,19.05,0.0,0.0,9.52,19.05,0.5,0.71,0.5,0.5,0.0,0.0,0.5,0.0,0.5,Chris Leben,61,74, Southpaw,185,29.13,4.0,8.0,0.0,-1.0,99.39,0.4,0.2,1.31,0.0,30.28,73.55,98.1,144.08,1.21,2.21,17.51,54.03,6.74,11.17,6.04,8.35,12.58,41.05,11.17,22.03,6.54,10.46,0.41,0.68,0.55,0.32,0.72,0.6,0.31,0.51,0.62,Middleweight,0.0,"Portland, Oregon, USA",16088.0,3,0,2.0,13.0
4370,win,Nate Marquardt,Demian Maia,73,72, Southpaw,170,31.83,0.0,5.0,0.0,5.0,27.69,0.0,3.25,6.14,1.08,20.22,37.56,63.2,90.65,2.53,7.22,16.61,32.14,2.53,3.97,1.08,1.44,3.97,10.83,1.08,2.53,15.17,24.2,0.54,0.7,0.35,0.52,0.75,0.64,0.37,0.43,0.63,Nate Marquardt,72,74, Orthodox,185,30.38,2.0,7.0,0.0,2.0,92.22000000000001,0.76,0.87,1.95,0.22,31.66,58.77,42.29,70.48,2.28,3.14,20.39,45.0,4.99,6.51,6.29,7.27,15.72,35.24,7.59,10.3,8.35,13.23,0.54,0.6,0.72,0.45,0.87,0.77,0.45,0.74,0.63,Middleweight,0.0,"Portland, Oregon, USA",16088.0,3,1,6.0,10.0
4371,win,Brandon Vera,Krzysztof Soszynski,73,77, Open Stance,205,32.1,0.0,3.0,0.0,3.0,15.609999999999998,0.64,1.92,5.12,0.0,25.62,71.11,42.28,87.76,1.28,1.28,19.86,62.78,2.56,4.48,3.2,3.84,16.66,56.37,3.84,7.69,5.12,7.05,0.36,0.48,1.0,0.32,0.83,0.57,0.3,0.5,0.73,Brandon Vera,75,76, Orthodox,230,31.91,3.0,6.0,0.0,1.0,69.71,0.86,0.14,0.57,0.0,35.72,61.68,44.18,71.01,0.57,1.0,14.35,36.58,8.89,11.05,12.48,14.06,18.36,40.31,13.2,16.35,4.16,5.02,0.58,0.62,0.57,0.39,0.89,0.81,0.46,0.81,0.83,Light Heavyweight,0.0,"Portland, Oregon, USA",16088.0,3,1,4.0,10.0
4372,win,Aaron Simpson,Ed Herman,73,77, Orthodox,205,28.93,4.0,4.0,0.0,1.0,76.21000000000001,0.13,0.92,3.41,0.52,30.97,56.55,71.78,100.77,3.02,5.77,19.55,42.91,10.89,12.6,0.52,1.05,4.72,18.37,6.17,9.05,20.08,29.13,0.55,0.71,0.52,0.46,0.5,0.86,0.26,0.68,0.69,Aaron Simpson,72,73, Orthodox,170,35.13,0.0,1.0,0.0,1.0,1.67,5.99,0.0,0.0,0.0,95.81,161.68,161.68,239.52,5.99,5.99,65.87,131.74,17.96,17.96,11.98,11.98,17.96,29.94,11.98,11.98,65.87,119.76,0.59,0.68,1.0,0.5,1.0,1.0,0.6,1.0,0.55,Middleweight,0.0,"Portland, Oregon, USA",16088.0,3,1,9.0,2.0
4373,win,Gabriel Gonzaga,Gabriel Gonzaga,74,76, Orthodox,242,30.3,3.0,6.0,0.0,-1.0,53.580000000000005,0.75,1.31,2.99,0.0,21.46,45.91,41.81,67.94,2.24,4.11,13.06,36.21,3.55,4.11,4.85,5.6,9.15,26.5,4.11,5.6,8.21,13.81,0.47,0.62,0.55,0.36,0.87,0.86,0.35,0.73,0.59,Chris Tuchscherer,74,76, Orthodox,258,34.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,4.08,0.0,4.08,0.0,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heavyweight,0.0,"Portland, Oregon, USA",16088.0,3,0,10.0,1.0
4374,win,Mike Russow,Mike Russow,73,73, Orthodox,255,32.99,0.0,0.0,0.0,0.0,15.0,0.0,1.33,2.0,0.67,14.0,24.0,58.0,74.0,5.33,7.33,11.33,21.33,2.67,2.67,0.0,0.0,1.33,4.0,0.0,0.0,12.67,20.0,0.58,0.78,0.73,0.53,0.0,1.0,0.33,0.0,0.63,Justin McCully,73,73, Orthodox,225,33.55,1.0,2.0,0.0,1.0,31.95,0.31,0.0,0.31,0.0,19.72,42.88,61.35,91.39,1.25,2.82,15.02,34.12,1.25,1.88,3.44,6.89,8.76,22.85,5.32,8.76,5.63,11.27,0.46,0.67,0.44,0.44,0.5,0.67,0.38,0.61,0.5,Heavyweight,0.0,"Portland, Oregon, USA",16088.0,3,0,1.0,4.0
4375,win,Todd Duffee,Tim Hague,76,76, Orthodox,260,26.33,0.0,1.0,0.0,1.0,1.7,0.0,5.88,5.88,0.0,0.0,29.41,11.76,47.06,5.88,5.88,0.0,29.41,0.0,0.0,0.0,0.0,0.0,29.41,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Todd Duffee,75,78, Orthodox,260,23.75,0.0,0.0,0.0,0.0,0.12,83.33,0.0,0.0,0.0,333.33,416.67,416.67,500.0,0.0,0.0,333.33,416.67,0.0,0.0,0.0,0.0,83.33,83.33,0.0,0.0,250.0,333.33,0.8,0.83,0.0,0.8,0.0,0.0,1.0,0.0,0.75,Heavyweight,0.0,"Portland, Oregon, USA",16088.0,3,1,2.0,1.0
4376,win,Mark Munoz,Mark Munoz,72,72, Orthodox,185,31.57,1.0,0.0,0.0,-1.0,3.88,0.0,0.0,0.0,0.0,36.08,95.36,36.08,95.36,0.0,10.31,28.35,82.47,7.73,12.89,0.0,0.0,25.77,79.9,10.31,15.46,0.0,0.0,0.38,0.38,0.0,0.34,0.0,0.6,0.32,0.67,0.0,Nick Catone,72,72, Southpaw,185,28.01,1.0,1.0,0.0,-1.0,15.0,0.0,1.33,4.67,0.0,26.67,40.67,66.0,82.0,4.67,4.67,23.33,35.33,2.67,4.67,0.67,0.67,6.0,15.33,2.0,2.67,18.67,22.67,0.66,0.8,1.0,0.66,1.0,0.57,0.39,0.75,0.82,Middleweight,0.0,"Portland, Oregon, USA",16088.0,3,0,2.0,3.0
4377,win,Evan Dunham,Marcus Aurelio,61,74, Orthodox,155,36.05,3.0,2.0,0.0,-2.0,49.75,0.2,0.4,0.4,0.0,25.33,71.76,44.22,91.66,0.4,4.02,21.51,67.54,2.61,3.02,1.21,1.21,19.1,64.52,2.41,3.02,3.82,4.22,0.35,0.48,0.1,0.32,1.0,0.87,0.3,0.8,0.9,Evan Dunham,61,70, Southpaw,155,27.72,0.0,1.0,0.0,1.0,2.22,4.5,4.5,0.0,0.0,58.56,121.62,63.06,126.13,0.0,0.0,58.56,121.62,0.0,0.0,0.0,0.0,31.53,81.08,0.0,0.0,27.03,40.54,0.48,0.5,0.0,0.48,0.0,0.0,0.39,0.0,0.67,Lightweight,0.0,"Portland, Oregon, USA",16088.0,3,1,6.0,2.0
4378,win,BJ Penn,BJ Penn,69,70, Orthodox,155,30.67,4.0,9.0,1.0,-1.0,166.97,0.3,0.6,2.16,0.06,29.53,47.73,61.87,81.45,1.2,1.8,21.74,39.35,5.63,5.99,2.16,2.4,16.05,30.24,6.11,7.43,7.37,10.06,0.62,0.76,0.67,0.55,0.9,0.94,0.53,0.82,0.73,Kenny Florian,61,74, Southpaw,145,33.22,2.0,9.0,0.0,6.0,93.57,0.0,1.07,3.42,0.11,28.43,54.61,63.27,92.34,2.03,3.63,19.34,43.07,6.09,7.91,2.99,3.63,10.37,24.37,4.49,6.63,13.57,23.62,0.52,0.69,0.56,0.45,0.82,0.77,0.43,0.68,0.57,Lightweight,1.0,"Philadelphia, Pennsylvania, USA",17411.0,5,0,15.0,12.0
4379,win,Anderson Silva,Anderson Silva,74,77, Southpaw,185,34.34,0.0,9.0,0.0,9.0,68.47,1.17,0.44,0.29,0.15,42.21,55.5,54.18,69.37,0.29,0.44,21.62,33.01,9.93,10.95,10.66,11.54,20.74,30.38,10.22,11.39,11.25,13.73,0.76,0.78,0.67,0.65,0.92,0.91,0.68,0.9,0.82,Forrest Griffin,75,77, Orthodox,205,30.42,3.0,7.0,0.0,-1.0,122.99999999999999,0.08,0.65,1.14,0.16,47.56,122.28,62.44,139.27,0.41,1.22,27.72,93.01,6.34,10.08,13.5,19.19,34.39,100.57,8.21,13.17,4.96,8.54,0.39,0.45,0.33,0.3,0.7,0.63,0.34,0.62,0.58,Light Heavyweight,0.0,"Philadelphia, Pennsylvania, USA",17411.0,3,0,10.0,11.0
4380,win,Aaron Riley,Shane Nelson,69,70, Southpaw,155,24.71,0.0,2.0,0.0,2.0,15.73,0.64,1.27,2.54,0.0,9.54,27.97,47.04,68.02,1.91,6.36,8.9,26.7,0.64,0.64,0.0,0.64,1.91,9.54,0.64,2.54,6.99,15.89,0.34,0.69,0.3,0.33,0.0,1.0,0.2,0.25,0.44,Aaron Riley,68,69, Southpaw,155,28.68,3.0,1.0,0.0,-1.0,35.73,0.0,0.28,0.56,0.0,46.46,107.47,69.13,132.1,0.84,2.24,23.23,76.97,12.31,14.83,10.92,15.67,29.39,80.04,14.55,23.79,2.52,3.64,0.43,0.52,0.38,0.3,0.7,0.83,0.37,0.61,0.69,Lightweight,0.0,"Philadelphia, Pennsylvania, USA",17411.0,3,1,3.0,5.0
4381,win,Johny Hendricks,Johny Hendricks,69,69, Southpaw,185,25.92,0.0,0.0,0.0,0.0,0.48,20.83,0.0,0.0,0.0,145.83,312.5,145.83,312.5,0.0,0.0,145.83,312.5,0.0,0.0,0.0,0.0,41.67,104.17,104.17,104.17,0.0,104.17,0.47,0.47,0.0,0.47,0.0,0.0,0.4,1.0,0.0,Amir Sadollah,61,74, Orthodox,170,28.97,0.0,1.0,0.0,1.0,3.03,0.0,6.6,0.0,0.0,6.6,16.5,16.5,26.4,0.0,0.0,0.0,6.6,6.6,9.9,0.0,0.0,6.6,16.5,0.0,0.0,0.0,0.0,0.4,0.62,0.0,0.0,0.0,0.67,0.4,0.0,0.0,Welterweight,0.0,"Philadelphia, Pennsylvania, USA",17411.0,3,0,1.0,2.0
4382,win,Ricardo Almeida,Kendall Grove,78,79, Orthodox,185,26.76,2.0,5.0,0.0,2.0,51.29,0.19,1.95,1.36,0.58,31.2,56.15,56.35,81.69,0.39,0.58,20.86,43.28,7.6,9.16,2.73,3.7,9.55,26.32,15.4,19.89,6.24,9.94,0.56,0.69,0.67,0.48,0.74,0.83,0.36,0.77,0.63,Ricardo Almeida,72,74, Orthodox,170,32.71,3.0,3.0,0.0,1.0,56.599999999999994,0.0,1.77,1.41,0.0,16.96,33.92,28.8,46.29,2.47,5.83,10.78,26.86,4.42,5.12,1.77,1.94,9.36,23.14,2.3,3.53,5.3,7.24,0.5,0.62,0.42,0.4,0.91,0.86,0.4,0.65,0.73,Middleweight,0.0,"Philadelphia, Pennsylvania, USA",17411.0,3,1,8.0,7.0
4383,win,Kurt Pellegrino,Kurt Pellegrino,68,70, Orthodox,155,30.28,3.0,5.0,0.0,2.0,69.62,0.29,0.72,3.59,0.43,26.0,56.59,51.28,84.03,2.3,4.17,20.68,49.7,3.88,5.17,1.44,1.72,10.34,34.33,2.59,4.74,13.07,17.52,0.46,0.61,0.55,0.42,0.83,0.75,0.3,0.55,0.75,Josh Neer,61,72, Orthodox,170,26.39,4.0,4.0,0.0,1.0,86.21,0.12,1.16,0.58,0.12,28.42,63.33,45.35,81.43,1.04,2.2,21.92,55.33,3.25,4.41,3.25,3.6,8.7,28.77,8.0,14.85,11.72,19.72,0.45,0.56,0.47,0.4,0.9,0.74,0.3,0.54,0.59,Lightweight,0.0,"Philadelphia, Pennsylvania, USA",17411.0,3,0,9.0,9.0
4384,win,John Howard,Tamdan McCrory,76,78, Switch,185,22.77,2.0,3.0,0.0,1.0,37.949999999999996,0.0,2.37,4.22,0.26,24.24,45.06,32.67,54.55,1.84,3.43,15.55,33.99,5.53,7.11,3.16,3.95,8.96,18.71,7.11,13.44,8.17,12.91,0.54,0.6,0.54,0.46,0.8,0.78,0.48,0.53,0.63,John Howard,67,71, Orthodox,170,26.46,0.0,1.0,0.0,1.0,15.0,0.0,1.33,2.0,0.67,14.0,27.33,53.33,70.67,4.67,4.67,8.67,21.33,2.67,2.67,2.67,3.33,6.67,16.0,1.33,2.67,6.0,8.67,0.51,0.75,1.0,0.41,0.8,1.0,0.42,0.5,0.69,Welterweight,0.0,"Philadelphia, Pennsylvania, USA",17411.0,3,1,6.0,2.0
4385,win,Alessio Sakara,Alessio Sakara,72,72, Orthodox,185,27.95,4.0,4.0,1.0,1.0,35.59,0.56,0.0,0.84,0.0,51.7,103.4,79.8,135.71,2.81,3.65,46.08,96.38,5.06,6.46,0.56,0.56,17.42,40.46,9.27,16.02,25.01,46.92,0.5,0.59,0.77,0.48,1.0,0.78,0.43,0.58,0.53,Thales Leites,73,78, Orthodox,185,27.94,2.0,5.0,0.0,-1.0,78.91,0.25,1.27,2.91,0.0,17.87,48.41,34.6,66.15,1.39,5.58,13.05,41.95,1.77,3.17,3.04,3.29,9.76,35.99,1.39,2.41,6.72,10.01,0.37,0.52,0.25,0.31,0.92,0.56,0.27,0.58,0.67,Middleweight,0.0,"Philadelphia, Pennsylvania, USA",17411.0,3,0,10.0,8.0
4386,win,Matthew Riddle,Dan Cramer,74,0, Orthodox,170,23.79,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,1.33,16.0,45.33,25.33,60.0,0.0,0.0,14.67,44.0,0.67,0.67,0.67,0.67,1.33,2.0,0.0,0.0,14.67,43.33,0.35,0.42,0.0,0.33,1.0,1.0,0.67,0.0,0.34,Matthew Riddle,73,74, Southpaw,170,23.58,0.0,2.0,0.0,2.0,30.0,0.0,0.67,3.67,0.0,36.0,53.67,135.0,157.33,3.0,4.33,11.0,23.33,16.67,21.0,8.33,9.33,1.33,9.67,19.67,25.33,15.0,18.67,0.67,0.86,0.69,0.47,0.89,0.79,0.14,0.78,0.8,Welterweight,0.0,"Philadelphia, Pennsylvania, USA",17411.0,3,1,2.0,3.0
4387,win,George Sotiropoulos,George Roop,73,72, Orthodox,135,27.76,1.0,1.0,0.0,1.0,30.0,0.0,0.0,0.33,0.0,27.67,100.0,75.33,151.67,0.33,0.33,19.0,85.67,5.0,10.33,3.67,4.0,21.67,87.67,4.0,9.0,2.0,3.33,0.28,0.5,1.0,0.22,0.92,0.48,0.25,0.44,0.6,George Sotiropoulos,61,71, Orthodox,155,32.1,0.0,2.0,0.0,2.0,9.0,0.0,4.44,6.67,1.11,25.56,42.22,112.22,137.78,3.33,4.44,24.44,40.0,1.11,2.22,0.0,0.0,3.33,14.44,1.11,2.22,21.11,25.56,0.61,0.81,0.75,0.61,0.0,0.5,0.23,0.5,0.83,Lightweight,0.0,"Philadelphia, Pennsylvania, USA",17411.0,3,1,3.0,3.0
4388,win,Jesse Lennox,Jesse Lennox,69,72, Orthodox,170,27.43,0.0,0.0,0.0,0.0,13.62,0.0,0.0,0.0,0.0,27.17,83.7,28.63,88.84,0.73,1.47,17.62,69.02,8.08,13.22,1.47,1.47,17.62,68.28,3.67,6.61,5.87,8.81,0.32,0.32,0.5,0.26,1.0,0.61,0.26,0.56,0.67,Danillo Villefort,73,0, Orthodox,185,26.27,0.0,0.0,0.0,0.0,13.62,0.0,0.73,0.73,0.0,31.57,83.7,33.77,86.64,0.73,1.47,13.22,58.74,8.81,13.95,9.54,11.01,22.03,67.55,2.94,8.08,6.61,8.08,0.38,0.39,0.5,0.23,0.87,0.63,0.33,0.36,0.82,Welterweight,0.0,"Philadelphia, Pennsylvania, USA",17411.0,3,0,1.0,1.0
4389,win,Jon Fitch,Paulo Thiago,61,73, Orthodox,170,28.48,0.0,1.0,0.0,1.0,3.48,2.87,0.0,0.0,0.0,20.11,68.97,20.11,68.97,0.0,0.0,11.49,60.34,2.87,2.87,5.75,5.75,20.11,68.97,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.19,1.0,1.0,0.29,0.0,0.0,Jon Fitch,72,76, Orthodox,170,31.4,1.0,9.0,0.0,1.0,133.76999999999998,0.15,0.75,2.09,0.0,24.22,48.07,91.5,120.58,2.17,4.04,15.77,37.15,5.23,6.65,3.21,4.26,7.7,21.98,4.49,7.55,12.04,18.54,0.5,0.76,0.54,0.42,0.75,0.79,0.35,0.59,0.65,Welterweight,0.0,"Las Vegas, Nevada, USA",10871.0,3,1,2.0,11.0
4390,win,Brock Lesnar,Frank Mir,75,79, Southpaw,264,30.15,3.0,10.0,0.0,3.0,50.3,0.8,3.58,2.78,0.0,29.62,57.46,54.27,84.89,2.39,4.97,15.51,41.75,9.15,10.14,4.97,5.57,11.13,28.23,6.96,7.36,11.53,21.87,0.52,0.64,0.48,0.37,0.89,0.9,0.39,0.95,0.53,Brock Lesnar,75,81, Orthodox,265,32.02,1.0,2.0,0.0,2.0,24.619999999999997,0.81,0.41,4.06,0.0,37.37,47.93,79.61,91.8,3.25,4.47,21.12,31.68,13.4,13.4,2.84,2.84,4.47,10.56,7.72,8.12,25.18,29.24,0.78,0.87,0.73,0.67,1.0,1.0,0.42,0.95,0.86,Heavyweight,1.0,"Las Vegas, Nevada, USA",10871.0,5,1,14.0,4.0
4391,win,Georges St-Pierre,Thiago Alves,69,70, Orthodox,170,25.79,2.0,9.0,0.0,7.0,91.33000000000001,0.88,0.44,1.2,0.0,35.26,78.29,50.91,96.46,0.66,0.88,19.71,58.47,4.05,4.93,11.5,14.89,21.35,54.53,7.01,10.51,6.9,13.25,0.45,0.53,0.75,0.34,0.77,0.82,0.39,0.67,0.52,Georges St-Pierre,61,76, Orthodox,185,28.16,2.0,12.0,0.0,5.0,153.2,0.46,0.98,4.44,0.26,43.34,73.11,95.69,128.46,2.68,3.46,29.5,56.53,8.22,9.27,5.61,7.31,19.97,40.01,3.85,5.16,19.52,27.94,0.59,0.74,0.77,0.52,0.77,0.89,0.5,0.75,0.7,Welterweight,1.0,"Las Vegas, Nevada, USA",10871.0,5,1,12.0,15.0
4392,win,Dan Henderson,Dan Henderson,61,74, Orthodox,185,38.91,2.0,4.0,0.0,2.0,94.87,0.21,0.42,0.84,0.11,22.87,42.27,37.53,58.18,1.26,2.21,14.76,32.89,3.48,4.11,4.64,5.27,7.48,19.5,8.22,11.81,7.17,10.96,0.54,0.64,0.57,0.45,0.88,0.85,0.38,0.7,0.65,Michael Bisping,73,75, Orthodox,185,30.39,1.0,7.0,0.0,3.0,74.0,0.41,0.54,1.49,0.27,42.84,97.57,60.41,118.38,1.35,1.89,29.32,81.49,10.27,12.3,3.24,3.78,23.78,66.08,9.46,14.73,9.59,16.76,0.44,0.51,0.71,0.36,0.86,0.84,0.36,0.64,0.57,Middleweight,0.0,"Las Vegas, Nevada, USA",10871.0,3,0,7.0,9.0
4393,win,Yoshihiro Akiyama,Alan Belcher,74,73, Orthodox,185,25.23,3.0,5.0,0.0,2.0,73.55,0.14,0.54,0.27,0.14,22.84,50.58,32.9,61.32,0.41,1.5,11.69,36.71,3.54,5.44,7.61,8.43,15.09,38.89,6.12,8.29,1.63,3.4,0.45,0.54,0.27,0.32,0.9,0.65,0.39,0.74,0.48,Yoshihiro Akiyama,61,73, Orthodox,170,33.98,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.33,0.0,36.67,104.0,46.67,115.33,2.0,2.67,33.33,99.33,1.33,2.67,2.0,2.0,32.0,93.33,0.67,0.67,4.0,10.0,0.35,0.4,0.75,0.34,1.0,0.5,0.34,1.0,0.4,Middleweight,0.0,"Las Vegas, Nevada, USA",10871.0,3,1,9.0,1.0
