,index,Winner,R_fighter,B_fighter,WEIGHT_CLASS,METHOD,DETAIL,title_bout,date,location,attendance,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter.1,KD.1,Sig. str. %.1,Td %.1,Sub. att.1,Pass.1,Rev..1,Sig. str. Hits.1,Sig. str. Attempts.1,Total str. Hits.1,Total str. Attempts.1,Td Hits.1,Td Attempts.1,Head Hits.1,Head Attempts.1,Body Hits.1,Body Attempts.1,Leg Hits.1,Leg Attempts.1,Distance Hits.1,Distance Attempts.1,Clinch Hits.1,Clinch Attempts.1,Ground Hits.1,Ground Attempts.1,rounds,time,format,referee,url,label,match_time,DOB,Height,Reach,Stance,Weight,DOB.1,Height.1,Reach.1,Stance.1,Weight.1
5065,5065,win,Jonathan Goulet,Jay Hieron,Welterweight,KO/TKO,,0.0,03-10-2005,"Las Vegas, Nevada, USA",911.0,Jonathan Goulet,0,0.33,0.0,1,0,3,14,42,63,101,0,0,7,33,3,4,4,5,7,29,7,11,0,2,Jay Hieron,0,0.38,0.75,3,8,0,10,26,29,48,9,12,5,21,3,3,2,2,5,15,1,2,4,9,3,00:01:05,3 Rnd (5-5-5),Jon Schorle,http://ufcstats.com/fight-details/c25a97523bf56e49,0,11.08,13-07-1979,72,73, Orthodox,170,29-07-1976,72,75, Orthodox,170
5066,5066,win,Chuck Liddell,Jeremy Horn,Light Heavyweight,KO/TKO,Punches,1.0,20-08-2005,"Las Vegas, Nevada, USA",13520.0,Chuck Liddell,2,0.33,0.0,0,0,0,64,191,64,191,0,0,58,185,2,2,4,4,53,163,0,0,11,28,Jeremy Horn,0,0.35,0.0,0,0,0,31,87,31,87,0,8,19,73,3,3,9,11,31,87,0,0,0,0,4,00:02:46,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/5a3fcd3d3a1e1c38,0,17.77,17-12-1969,74,76, Orthodox,205,25-08-1975,73,74, Orthodox,185
5067,5067,win,Tim Sylvia,Tra Telligman,Heavyweight,KO/TKO,Kick,0.0,20-08-2005,"Las Vegas, Nevada, USA",13520.0,Tim Sylvia,1,0.44,0.0,0,0,0,31,69,32,70,0,0,22,59,2,2,7,8,28,65,3,4,0,0,Tra Telligman,0,0.32,0.0,0,0,0,13,40,13,40,0,0,9,36,1,1,3,3,13,40,0,0,0,0,1,00:04:59,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/8a380b11aaf82c49,0,4.98,05-03-1976,80,80, Orthodox,265,07-02-1965,74,0, Orthodox,233
5068,5068,win,Randy Couture,Mike van Arsdale,Light Heavyweight,SUB,Anaconda Choke,0.0,20-08-2005,"Las Vegas, Nevada, USA",13520.0,Randy Couture,0,0.58,0.66,3,0,0,27,46,40,60,4,6,10,29,16,16,1,1,3,15,5,6,19,25,Mike van Arsdale,0,0.2,0.11,0,0,0,8,40,9,41,1,9,7,39,0,0,1,1,5,32,3,8,0,0,3,00:00:52,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/093ef5ab2081cf65,0,10.87,22-06-1963,73,75, Orthodox,205,20-06-1965,74,0, Switch,205
5069,5069,win,Diego Sanchez,Brian Gassaway,Welterweight,KO/TKO,Punches,0.0,20-08-2005,"Las Vegas, Nevada, USA",13520.0,Diego Sanchez,0,0.54,0.5,1,6,0,35,64,52,86,3,6,35,64,0,0,0,0,1,6,0,0,34,58,Brian Gassaway,0,0.5,0.0,0,0,0,3,6,3,6,0,0,1,4,1,1,1,1,2,4,1,2,0,0,2,00:01:56,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/d250a9d1c602e266,0,6.93,31-12-1981,61,72, Southpaw,170,07-08-1972,73,0, Orthodox,170
5070,5070,win,Georges St-Pierre,Frank Trigg,Welterweight,SUB,Rear Naked Choke,0.0,20-08-2005,"Las Vegas, Nevada, USA",13520.0,Georges St-Pierre,0,0.78,1.0,2,10,0,25,32,37,44,1,1,25,32,0,0,0,0,4,6,0,0,21,26,Frank Trigg,0,0.33,0.0,0,0,0,1,3,1,3,0,1,1,2,0,1,0,0,1,3,0,0,0,0,1,00:04:09,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/beaa6ae419b8c8c6,0,4.15,19-05-1981,61,76, Orthodox,185,07-05-1972,69,71, Southpaw,170
5071,5071,win,Matt Lindland,Joe Doerksen,Middleweight,U-DEC,,0.0,20-08-2005,"Las Vegas, Nevada, USA",13520.0,Matt Lindland,0,0.44,1.0,4,5,1,19,43,70,102,4,4,14,38,5,5,0,0,5,10,1,2,13,31,Joe Doerksen,0,0.53,0.4,1,2,0,8,15,22,30,2,5,4,11,3,3,1,1,4,9,4,6,0,0,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/adc0b9c6afe76c23,0,15.0,17-05-1970,72,74, Southpaw,185,09-10-1977,72,75, Orthodox,185
5072,5072,win,Trevor Prangley,Travis Lutter,Middleweight,U-DEC,,0.0,20-08-2005,"Las Vegas, Nevada, USA",13520.0,Trevor Prangley,0,0.77,0.83,0,2,0,54,70,140,160,5,6,21,36,11,12,22,22,6,14,36,38,12,18,Travis Lutter,0,0.47,0.0,0,0,0,9,19,16,26,0,7,4,13,5,6,0,0,4,13,5,6,0,0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/ee69302c232e0909,0,15.0,24-08-1972,73,75, Orthodox,185,12-05-1973,61,75, Orthodox,185
5073,5073,win,James Irvin,Terry Martin,Light Heavyweight,KO/TKO,Flying Knee,0.0,20-08-2005,"Las Vegas, Nevada, USA",13520.0,James Irvin,1,0.85,0.0,0,0,0,6,7,9,10,0,0,3,4,1,1,2,2,4,5,2,2,0,0,Terry Martin,0,0.92,0.5,0,2,0,12,13,33,34,2,4,8,9,4,4,0,0,0,0,3,3,9,10,2,00:00:09,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/42957e04417af1d8,0,5.15,12-09-1978,74,75, Orthodox,205,10-10-1980,68,71, Orthodox,185
5074,5074,win,Nate Marquardt,Ivan Salaverry,Middleweight,U-DEC,,0.0,06-08-2005,"Las Vegas, Nevada, USA",2956.0,Nate Marquardt,0,0.33,1.0,2,0,0,21,63,27,70,2,2,7,43,1,2,13,18,13,49,3,3,5,11,Ivan Salaverry,0,0.34,0.0,0,0,0,23,66,46,89,0,3,2,34,6,9,15,23,22,63,1,2,0,1,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/fd2f0f36b1eb5f83,0,15.0,20-04-1979,72,74, Orthodox,185,11-01-1971,72,0, Orthodox,185
5075,5075,win,Chris Leben,Patrick Cote,Middleweight,S-DEC,,0.0,06-08-2005,"Las Vegas, Nevada, USA",2956.0,Chris Leben,0,0.41,0.2,0,1,0,26,63,185,234,1,5,17,51,4,5,5,7,9,24,12,27,5,12,Patrick Cote,0,0.41,0.5,0,1,0,26,63,30,67,1,2,18,51,4,7,4,5,8,28,15,29,3,6,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/389b7ca84b333c4c,0,15.0,21-07-1980,61,74, Southpaw,185,29-02-1980,61,71, Orthodox,170
5076,5076,win,Stephan Bonnar,Sam Hoger,Light Heavyweight,U-DEC,,0.0,06-08-2005,"Las Vegas, Nevada, USA",2956.0,Stephan Bonnar,0,0.47,0.42,1,6,1,43,91,105,162,3,7,39,86,2,3,2,2,8,22,9,18,26,51,Sam Hoger,0,0.37,1.0,2,0,1,11,29,52,71,1,1,9,26,2,2,0,1,6,18,3,7,2,4,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/994739f676c2105f,0,15.0,04-04-1977,76,78, Orthodox,205,28-06-1980,74,0, Orthodox,205
5077,5077,win,Nate Quarry,Pete Sell,Middleweight,KO/TKO,Punches,0.0,06-08-2005,"Las Vegas, Nevada, USA",2956.0,Nate Quarry,1,0.37,0.0,0,0,0,3,8,3,8,0,0,2,7,0,0,1,1,2,7,0,0,1,1,Pete Sell,0,0.16,0.0,0,0,0,2,12,2,12,0,0,1,10,1,2,0,0,2,12,0,0,0,0,1,00:00:42,3 Rnd (5-5-5),Cecil Peoples,http://ufcstats.com/fight-details/bf1525f9761a116e,0,0.7,18-03-1972,72,72, Open Stance,185,05-08-1982,61,75, Orthodox,170
5078,5078,win,Josh Koscheck,Pete Spratt,Welterweight,SUB,Rear Naked Choke,0.0,06-08-2005,"Las Vegas, Nevada, USA",2956.0,Josh Koscheck,0,0.0,0.33,1,2,0,0,2,4,6,1,3,0,1,0,0,0,1,0,2,0,0,0,0,Pete Spratt,0,0.0,0.0,0,0,0,0,2,1,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,00:01:53,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/44e4a1caae180261,0,1.88,30-11-1977,61,73, Orthodox,170,09-01-1971,69,0, Orthodox,170
5079,5079,win,Mike Swick,Gideon Ray,Middleweight,KO/TKO,Punches,0.0,06-08-2005,"Las Vegas, Nevada, USA",2956.0,Mike Swick,1,0.7,0.0,0,0,0,7,10,7,10,0,0,6,9,0,0,1,1,4,6,0,0,3,4,Gideon Ray,0,0.33,0.0,0,0,0,1,3,1,3,0,0,0,2,0,0,1,1,1,3,0,0,0,0,1,00:00:22,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/b2f604f2332cd8af,0,0.37,19-06-1979,73,77, Orthodox,170,27-05-1973,61,0, Southpaw,185
5080,5080,win,Kenny Florian,Alex Karalexis,Welterweight,KO/TKO,,0.0,06-08-2005,"Las Vegas, Nevada, USA",2956.0,Kenny Florian,0,0.55,0.5,0,1,0,38,68,42,72,1,2,18,43,19,24,1,1,18,37,20,31,0,0,Alex Karalexis,0,0.27,0.0,0,0,0,18,66,27,75,0,0,15,61,3,5,0,0,5,33,12,31,1,2,2,00:02:52,3 Rnd (5-5-5),Cecil Peoples,http://ufcstats.com/fight-details/c2c000a37a89b82f,0,7.87,26-05-1976,61,74, Southpaw,145,20-09-1977,68,66, Orthodox,155
5081,5081,win,Drew Fickett,Josh Neer,Welterweight,SUB,Rear Naked Choke,0.0,06-08-2005,"Las Vegas, Nevada, USA",2956.0,Drew Fickett,0,0.33,0.66,1,1,0,1,3,6,8,2,3,0,2,1,1,0,0,0,1,1,1,0,1,Josh Neer,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,00:01:35,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/7acca0910edd7023,0,1.58,14-12-1979,61,70, Orthodox,155,24-03-1983,61,72, Orthodox,170
5082,5082,win,Andrei Arlovski,Justin Eilers,Heavyweight,KO/TKO,Punches,1.0,04-06-2005,"Atlantic City, New Jersey, USA",12000.0,Andrei Arlovski,0,0.58,0.0,0,0,0,33,56,33,56,0,0,22,43,1,2,10,11,27,48,3,5,3,3,Justin Eilers,0,0.23,0.0,0,0,0,5,21,7,23,0,1,4,20,0,0,1,1,5,21,0,0,0,0,1,00:04:10,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/a507bfa374885a25,0,4.17,04-02-1979,75,77, Orthodox,240,28-06-1978,73,0, Orthodox,235
5083,5083,win,Karo Parisyan,Matt Serra,Welterweight,U-DEC,,0.0,04-06-2005,"Atlantic City, New Jersey, USA",12000.0,Karo Parisyan,0,0.44,0.8,2,8,0,56,127,113,191,8,10,51,119,4,7,1,1,18,55,3,8,35,64,Matt Serra,1,0.4,0.5,0,0,2,26,65,52,91,1,2,16,53,4,5,6,7,15,51,3,5,8,9,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/d80b07269dd36aad,0,15.0,28-08-1982,61,72, Orthodox,170,02-06-1974,66,68, Orthodox,170
5084,5084,win,Rich Franklin,Evan Tanner,Middleweight,KO/TKO,,1.0,04-06-2005,"Atlantic City, New Jersey, USA",12000.0,Rich Franklin,0,0.35,0.0,1,0,1,97,272,104,279,0,0,79,245,11,18,7,9,82,241,15,26,0,5,Evan Tanner,1,0.26,0.2,1,0,0,25,95,27,99,1,5,15,71,9,23,1,1,22,87,3,8,0,0,4,00:03:25,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/98cc8f5dd64895c4,0,18.42,05-10-1974,73,75, Southpaw,185,11-02-1971,72,74, Orthodox,185
5085,5085,win,Forrest Griffin,Bill Mahood,Light Heavyweight,SUB,Rear Naked Choke,0.0,04-06-2005,"Atlantic City, New Jersey, USA",12000.0,Forrest Griffin,0,0.75,1.0,1,3,0,3,4,32,33,1,1,3,4,0,0,0,0,1,2,0,0,2,2,Bill Mahood,0,1.0,0.0,0,0,0,1,1,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,00:02:18,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/ea8b1a909155b0c2,0,2.3,16-03-1979,75,77, Orthodox,205,01-02-1967,75,0, Orthodox,200
5086,5086,win,Paul Buentello,Kevin Jordan,Heavyweight,SUB,Neck Crank,0.0,04-06-2005,"Atlantic City, New Jersey, USA",12000.0,Paul Buentello,1,0.46,0.0,1,1,0,20,43,23,47,0,0,12,35,8,8,0,0,5,19,13,17,2,7,Kevin Jordan,0,0.54,0.0,0,0,0,18,33,26,41,0,1,6,17,11,14,1,2,7,16,11,17,0,0,1,00:04:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/fb252c420e9830cd,0,4.0,16-01-1974,74,77, Orthodox,245,31-12-1970,75,0, Orthodox,245
5087,5087,win,Nate Quarry,Shonie Carter,Middleweight,KO/TKO,Punches,0.0,04-06-2005,"Atlantic City, New Jersey, USA",12000.0,Nate Quarry,2,0.63,0.0,0,0,0,19,30,46,57,0,0,15,23,4,5,0,2,7,12,6,11,6,7,Shonie Carter,0,0.31,0.0,0,0,0,6,19,11,25,0,0,2,10,1,3,3,6,3,12,3,7,0,0,1,00:02:37,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/ca3230227ee700b7,0,2.62,18-03-1972,72,72, Open Stance,185,03-05-1972,61,0, Southpaw,170
5088,5088,win,David Loiseau,Charles McCarthy,Middleweight,KO/TKO,Spinning Back Kick,0.0,04-06-2005,"Atlantic City, New Jersey, USA",12000.0,David Loiseau,1,0.5,0.0,0,0,0,20,40,30,50,0,0,15,34,5,6,0,0,5,13,1,1,14,26,Charles McCarthy,0,0.0,0.33,1,1,0,0,1,8,20,1,3,0,1,0,0,0,0,0,1,0,0,0,0,2,00:02:10,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/e5261884b0a0ed39,0,7.17,17-12-1979,72,76, Orthodox,185,06-08-1980,61,71, Orthodox,185
5089,5089,win,Nick Diaz,Koji Oishi,Welterweight,KO/TKO,Punch,0.0,04-06-2005,"Atlantic City, New Jersey, USA",12000.0,Nick Diaz,1,0.56,0.0,0,0,0,25,44,26,45,0,0,20,39,5,5,0,0,17,34,4,5,4,5,Koji Oishi,0,0.09,0.0,0,0,0,2,22,2,22,0,0,2,22,0,0,0,0,2,22,0,0,0,0,1,00:01:24,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/07886c772e37d5de,0,1.4,02-08-1983,73,76, Southpaw,185,31-05-1977,68,0, Orthodox,170
5090,5090,win,Chuck Liddell,Randy Couture,Light Heavyweight,KO/TKO,Punch,1.0,16-04-2005,"Las Vegas, Nevada, USA",14274.0,Chuck Liddell,1,0.5,0.0,0,0,0,13,26,15,28,0,0,12,25,0,0,1,1,11,23,0,1,2,2,Randy Couture,0,0.37,0.0,0,0,0,9,24,9,24,0,0,8,22,0,1,1,1,8,21,1,3,0,0,1,00:02:06,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/2ae8623ef4156105,0,2.1,17-12-1969,74,76, Orthodox,205,22-06-1963,73,75, Orthodox,205
5091,5091,win,Renato Sobral,Travis Wiuff,Light Heavyweight,SUB,Armbar,0.0,16-04-2005,"Las Vegas, Nevada, USA",14274.0,Renato Sobral,0,0.55,0.66,2,0,0,15,27,44,59,2,3,11,22,3,4,1,1,3,6,5,6,7,15,Travis Wiuff,0,0.6,1.0,0,1,0,3,5,10,12,2,2,2,4,1,1,0,0,1,2,1,2,1,1,2,00:00:24,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/cb8e91f8b9f0e24f,0,5.4,07-09-1975,73,75, Orthodox,205,15-03-1978,75,0, Orthodox,205
5092,5092,win,Matt Hughes,Frank Trigg,Welterweight,SUB,Rear Naked Choke,1.0,16-04-2005,"Las Vegas, Nevada, USA",14274.0,Matt Hughes,0,0.68,0.5,1,4,1,13,19,19,25,1,2,10,16,2,2,1,1,1,4,2,2,10,13,Frank Trigg,1,0.61,0.0,1,3,0,13,21,25,33,0,0,9,17,4,4,0,0,0,3,6,7,7,11,1,00:04:05,5 Rnd (5-5-5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/b1b66441acc5e8df,0,4.08,13-10-1973,69,73, Switch,170,07-05-1972,69,71, Southpaw,170
5093,5093,win,Matt Lindland,Travis Lutter,Middleweight,SUB,Guillotine Choke,0.0,16-04-2005,"Las Vegas, Nevada, USA",14274.0,Matt Lindland,0,0.44,0.5,1,2,0,11,25,59,77,2,4,6,17,1,2,4,6,0,4,10,16,1,5,Travis Lutter,0,0.0,1.0,0,2,1,0,4,26,31,1,1,0,4,0,0,0,0,0,4,0,0,0,0,2,00:03:13,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/36dbc3cee586e53d,0,8.22,17-05-1970,72,74, Southpaw,185,12-05-1973,61,75, Orthodox,185
5094,5094,win,Georges St-Pierre,Jason Miller,Welterweight,U-DEC,,0.0,16-04-2005,"Las Vegas, Nevada, USA",14274.0,Georges St-Pierre,0,0.68,1.0,4,14,1,64,94,117,148,5,5,41,70,16,17,7,7,13,26,6,7,45,61,Jason Miller,0,0.39,0.16,0,1,1,16,41,28,53,1,6,6,26,9,12,1,3,11,34,1,1,4,6,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/f4e6f8223d0816fe,0,15.0,19-05-1981,61,76, Orthodox,185,24-12-1980,73,72, Orthodox,185
5095,5095,win,Ivan Salaverry,Joe Riggs,Middleweight,SUB,Triangle Choke,0.0,16-04-2005,"Las Vegas, Nevada, USA",14274.0,Ivan Salaverry,0,0.28,0.0,1,0,0,2,7,5,11,0,1,2,5,0,0,0,2,0,5,2,2,0,0,Joe Riggs,0,0.54,1.0,0,0,0,6,11,7,12,1,1,4,9,0,0,2,2,1,3,2,2,3,6,1,00:02:42,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/5d72fa4562b13f7b,0,2.7,11-01-1971,72,0, Orthodox,185,23-09-1982,72,70, Southpaw,185
5096,5096,win,Joe Doerksen,Patrick Cote,Middleweight,SUB,Rear Naked Choke,0.0,16-04-2005,"Las Vegas, Nevada, USA",14274.0,Joe Doerksen,0,0.37,0.66,4,5,1,9,24,35,55,4,6,3,16,5,7,1,1,4,12,1,4,4,8,Patrick Cote,2,0.68,0.0,0,2,1,37,54,49,66,0,0,28,44,5,5,4,5,14,19,5,8,18,27,3,00:02:35,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/026e64f70e319e00,0,12.58,09-10-1977,72,75, Orthodox,185,29-02-1980,61,71, Orthodox,170
5097,5097,win,Mike van Arsdale,John Marsh,Heavyweight,U-DEC,,0.0,16-04-2005,"Las Vegas, Nevada, USA",14274.0,Mike van Arsdale,0,0.56,0.25,0,3,1,34,60,85,117,1,4,14,39,20,21,0,0,2,21,1,2,31,37,John Marsh,1,0.51,1.0,1,2,0,18,35,40,58,1,1,8,23,6,8,4,4,5,15,9,13,4,7,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/5e1b0e52d2bb1b5c,0,15.0,20-06-1965,74,0, Switch,205,15-09-1970,72,0, Orthodox,265
5098,5098,win,Rich Franklin,Ken Shamrock,Light Heavyweight,KO/TKO,Punches,0.0,09-04-2005,"Las Vegas, Nevada, USA",2000.0,Rich Franklin,0,0.63,0.0,0,0,0,23,36,25,38,0,0,20,33,3,3,0,0,6,14,0,2,17,20,Ken Shamrock,0,0.0,1.0,2,0,0,0,4,0,4,1,1,0,4,0,0,0,0,0,4,0,0,0,0,1,00:02:42,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/c50a3025d1519fc8,0,2.7,05-10-1974,73,75, Southpaw,185,11-02-1964,73,72, Orthodox,205
5099,5099,win,Forrest Griffin,Stephan Bonnar,Light Heavyweight,U-DEC,,1.0,09-04-2005,"Las Vegas, Nevada, USA",2000.0,Forrest Griffin,0,0.47,0.22,1,3,0,88,184,96,192,2,9,62,149,16,22,10,13,51,128,33,51,4,5,Stephan Bonnar,0,0.38,0.0,0,1,0,57,150,64,157,0,0,55,146,1,2,1,2,43,127,14,23,0,0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/4705a4db0bf1edcd,0,15.0,16-03-1979,75,77, Orthodox,205,04-04-1977,76,78, Orthodox,205
5100,5100,win,Diego Sanchez,Kenny Florian,Middleweight,KO/TKO,Punches,1.0,09-04-2005,"Las Vegas, Nevada, USA",2000.0,Diego Sanchez,0,0.66,0.5,0,1,0,14,21,14,21,1,2,13,20,1,1,0,0,0,2,2,2,12,17,Kenny Florian,0,0.5,0.0,0,0,0,2,4,5,7,0,0,1,3,1,1,0,0,0,1,1,1,1,2,1,00:02:49,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/d172d88fbeb8c6a8,0,2.82,31-12-1981,61,72, Southpaw,170,26-05-1976,61,74, Southpaw,145
5101,5101,win,Sam Hoger,Bobby Southworth,Light Heavyweight,U-DEC,,0.0,09-04-2005,"Las Vegas, Nevada, USA",2000.0,Sam Hoger,1,0.18,0.0,0,1,0,22,119,71,171,0,1,12,95,5,17,5,7,21,108,1,3,0,8,Bobby Southworth,0,0.25,0.5,0,0,0,21,84,81,151,1,2,6,66,1,2,14,16,19,81,1,1,1,2,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/ddb950831580a5fe,0,15.0,28-06-1980,74,0, Orthodox,205,16-12-1969,74,0, Orthodox,205
5102,5102,win,Chris Leben,Jason Thacker,Middleweight,KO/TKO,Punches,0.0,09-04-2005,"Las Vegas, Nevada, USA",2000.0,Chris Leben,0,0.67,1.0,0,1,0,27,40,34,47,1,1,21,34,6,6,0,0,0,1,1,2,26,37,Jason Thacker,0,0.33,0.0,0,0,0,1,3,3,5,0,0,1,3,0,0,0,0,0,1,1,2,0,0,1,00:01:35,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/a3b268798d3ab216,0,1.58,21-07-1980,61,74, Southpaw,185,18-08-1975,61,0, Orthodox,185
5103,5103,win,Josh Koscheck,Chris Sanford,Middleweight,KO/TKO,Punches,0.0,09-04-2005,"Las Vegas, Nevada, USA",2000.0,Josh Koscheck,0,0.82,1.0,0,3,0,14,17,27,31,2,2,13,16,0,0,1,1,2,3,0,0,12,14,Chris Sanford,0,0.5,0.0,1,0,0,1,2,3,4,0,0,0,1,0,0,1,1,1,2,0,0,0,0,1,00:04:21,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/61733e5f00f4e194,0,4.35,30-11-1977,61,73, Orthodox,170,12-03-1968,61,0, Orthodox,185
5104,5104,win,Nate Quarry,Lodune Sincaid,Middleweight,KO/TKO,Punches,0.0,09-04-2005,"Las Vegas, Nevada, USA",2000.0,Nate Quarry,0,0.43,0.0,0,0,0,36,82,36,82,0,0,26,71,8,9,2,2,36,82,0,0,0,0,Lodune Sincaid,0,0.29,0.0,0,0,0,10,34,10,34,0,0,3,26,0,0,7,8,10,34,0,0,0,0,1,00:03:17,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/f434775e97920d95,0,3.28,18-03-1972,72,72, Open Stance,185,07-05-1973,69,0, Orthodox,185
5105,5105,win,Mike Swick,Alex Schoenauer,Middleweight,KO/TKO,Punch,0.0,09-04-2005,"Las Vegas, Nevada, USA",2000.0,Mike Swick,1,0.53,0.0,0,0,0,7,13,7,13,0,0,6,12,0,0,1,1,7,13,0,0,0,0,Alex Schoenauer,0,0.25,0.0,0,0,0,1,4,1,4,0,0,0,2,0,1,1,1,1,4,0,0,0,0,1,00:00:20,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/74f757bacb86a71c,0,0.33,19-06-1979,73,77, Orthodox,170,05-05-1976,75,0, Orthodox,185
5106,5106,win,Alex Karalexis,Josh Rafferty,Welterweight,KO/TKO,Punches,0.0,09-04-2005,"Las Vegas, Nevada, USA",2000.0,Alex Karalexis,0,0.5,0.0,0,0,0,6,12,12,19,0,0,6,12,0,0,0,0,0,4,0,0,6,8,Josh Rafferty,0,0.33,0.0,1,0,0,1,3,2,4,0,1,0,1,1,1,0,1,1,3,0,0,0,0,1,00:01:40,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/17affee2c796c225,0,1.67,20-09-1977,68,66, Orthodox,155,06-01-1981,72,0, Orthodox,170
5107,5107,win,Tito Ortiz,Vitor Belfort,Light Heavyweight,S-DEC,,0.0,05-02-2005,"Las Vegas, Nevada, USA",11072.0,Tito Ortiz,0,0.57,0.36,0,3,0,27,47,101,130,4,11,20,38,2,4,5,5,1,6,8,10,18,31,Vitor Belfort,0,0.5,0.0,1,1,1,19,38,44,65,0,0,16,35,2,2,1,1,1,5,8,16,10,17,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/4fb2c181e8fd5910,0,15.0,23-01-1975,75,74, Orthodox,205,01-04-1977,72,74, Southpaw,185
5108,5108,win,Pete Sell,Phil Baroni,Middleweight,SUB,Guillotine Choke,0.0,05-02-2005,"Las Vegas, Nevada, USA",11072.0,Pete Sell,0,0.32,0.25,1,0,1,16,49,90,136,1,4,10,43,3,3,3,3,7,34,5,5,4,10,Phil Baroni,0,0.42,0.66,0,1,0,17,40,73,102,4,6,15,37,2,3,0,0,7,28,3,3,7,9,3,00:04:19,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/987b6b4f7825e40e,0,14.32,05-08-1982,61,75, Orthodox,170,16-04-1976,69,72, Orthodox,170
5109,5109,win,Andrei Arlovski,Tim Sylvia,Heavyweight,SUB,Ankle Lock,1.0,05-02-2005,"Las Vegas, Nevada, USA",11072.0,Andrei Arlovski,1,0.5,0.0,2,0,0,5,10,5,10,0,0,1,6,0,0,4,4,5,6,0,0,0,4,Tim Sylvia,0,0.5,0.0,0,0,0,2,4,2,4,0,0,1,3,0,0,1,1,2,4,0,0,0,0,1,00:00:47,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/dae856cb00cf5163,0,0.78,04-02-1979,75,77, Orthodox,240,05-03-1976,80,80, Orthodox,265
